readlabel	chrom	strand	startcoord	status	haplotype
4f042b230ba14552	chrEXPLORE	+	1419648,1419689,1419715,1419744	0,0,0,0	noH
fa909873bd624ac1	chrEXPLORE	+	1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019	0,0,0,1,0,0,0,1,1,0,1	H2
0a99ba7dca2c47d0	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019	0,0,0,1,0,0,0,0,0,0,1,0,0,1	H2
e780b94f7c594333	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715	0,0,0,0,0,0,0,0,1,0,0	H2
8a6bdc357507456d	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689	0,0,0,1,1,1,0,1,0,1,1,1	noH
0da8b1e9435e4fbd	chrEXPLORE	+	1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,1,0,1,0,1,0,1,0,0,0,1,1	H1
b7a4996d7b844473	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,1,1,1,1,1,1,1,0,0,0,1,0,0	H1
a102fb0993ec4429	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145	1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0	noH
1be3cdcbe0e44243	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	1,0,0,0,1,0,1,0,1,0,1,0,1,0,0	noH
4079d11b26e34671	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0	noH
dc521ea498404fff	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0	H1
a5fdca2bcb734fe2	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553	0,0,0,0,0,0,1	H1
622df0153bf945ae	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287	0,1,0,1,0	H1
b0bd7426e4fa4c4a	chrEXPLORE	+	1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909	1,0,0,1,0,1,0,0,1,0,0,0,1,1,1	noH
8afc655f43e14ee5	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145	0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0	H1
b5aaf6004b014b66	chrEXPLORE	+	1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,1,0,0,0,0,1,0,1,0,1,0,0	noH
479fbd99e00f42c5	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1	H2
6b00505782cc4f91	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1	noH
6e6385279fa048e2	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019	1,1,0,0,0,0,1,0,0,1,0,0,1,1	H1
f94c8bd6eb424ac7	chrEXPLORE	+	1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,1,0,0,0,1,1,1,0	H1
7ff9d549a3214f45	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	0,0,0,1,0,0,1,1,0,0,1,0,0	noH
5ef518aa13764bdc	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603	0,0,0,1,0,1,0	noH
7b531416fd9a4a49	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019	1,0,1,0,0,1,0,1,0,0,0,0,0	H1
52ba84bf726c4719	chrEXPLORE	+	1418287,1418553,1418582,1419259,1419603,1419648,1419689	0,0,0,0,0,1,0	noH
9ce4a8ff1e7d445a	chrEXPLORE	+	1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,1,0,0,1,0,0,0	noH
8991f9727ba94e6d	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1	noH
6a9f35e430964e3d	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	1,0,0,1,0,0,1,1,0,0,0,0,0,1,0	H2
434ec411ec70467e	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582	1,0,0,0,0,0,1	noH
82a5b20e4dd3463d	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1	H1
06c3e20baa154011	chrEXPLORE	+	1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	H2
3f34c2b2bd3e40dd	chrEXPLORE	+	1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	0,0,1,0,0,1,0,0	H1
5b958ba2a81942b1	chrEXPLORE	+	1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,0,0,0,0,0,0	H1
da443a2a420e4638	chrEXPLORE	+	1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,0,0,0,0,0,0,0,0,0,0,1,0	H1
15fc6873fe1d462a	chrEXPLORE	+	1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	1,1,1,0,1,1,1,0	H2
