readlabel	chrom	strand	startcoord	status	haplotype
878b5027d68f4110	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	H2
9fa6f823f0f645d3	chrEXPLORE	+	1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,1,0,0,0,0	H2
dc92ffb2acd44dba	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	0,0,0,0,0,0,0,0,0,0	H2
a5f2b1e076e949d8	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1	H1
162b7368e5424a2e	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340	0,0,0,0,0,0,0,0,0,0,0,0	noH
afb3d21263e24421	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	1,1,1,1,1,1,1,1,1,0,1,1,1,1	H1
115bbefa32f443ce	chrEXPLORE	+	1104198,1104339,1104565	1,1,1	noH
a23025fa7da746c9	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
65c34e0e006b4fbc	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342	0,0,0,0,0,0,0,0,0,0	H2
7e2d7ec015f4481b	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166	0,0,0,0,0,0,0,0,0,0,0	noH
37e0a67687d2405a	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0	noH
a70dcb59910c40cf	chrEXPLORE	+	1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	1,1,1,0,1,0,0,1,0,1,1,0	H1
93755fccfb3041af	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130	0,0,0,1,0,0,0	noH
fd05fbe30d9748b9	chrEXPLORE	+	1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003	1,1,0,0,0,0,0,1,0,0,0,0	noH
7d6aface87fa4492	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	H2
d64f8a3787744321	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166	0,0,0,0,0,0,0,0	noH
519ec322e282456f	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618	0,0,0,0,0,0,0,1	H2
013f355993d14665	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340	1,1,1,1,1,1,1,1,1	H1
dfd8d45021744226	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,1,0,0,0,0,0,0,0,1,0,1	H1
beec007f56474afc	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	noH
cc28c44ae059419f	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340	1,1,1,1,1,1,1,0,0,0,1,1,1,1	H1
7be043aa53a44a2b	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,0,0,0,1,0,0,1,0,0,0,0,1	H1
6f69ee0379ec4a24	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1	H1
4c32bfc0bc214084	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340	1,1,0,0,0	H2
35238a33740d4740	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340	0,0,1,0,1	H1
8a18f01f087640e5	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1	noH
4ce090c947e8469e	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0	H2
d54cd37818f54f4b	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130	0,0,1,0,0,0,0,0,0,0	noH
a82577dc900b425d	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1	noH
92cd4d489f7546f2	chrEXPLORE	+	1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1	H1
6681b7b2a5654a59	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0	H1
31d4235b0abf4841	chrEXPLORE	+	1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,1,0,0,0	H2
8132170de17f4e29	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1	H2
c802d50a08854a84	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342	1,1,1,1,1,1,0,1,1,1,1,1,1,1	noH
f00a58e0a174401d	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618	0,1,0,1,0,1,0,0	H1
2f55586c684c47f7	chrEXPLORE	+	1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,1,1,1,1,1,1,1,1,1	noH
9b2dfc3336dd429c	chrEXPLORE	+	1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,1,1,1,1,0,1,1,0,1	H1
3dac8adb8b5243eb	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,1,0,1,0,0,1,0,0,0,0,0	H2
d8a28973dfcf461b	chrEXPLORE	+	1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	1,1,1,0,0,1,1,1,0	noH
ea2948877e854c6f	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1	H1
fdc684d53d74463e	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	H2
b35ef613285a4e38	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	1,0,0,1,0,0,0,0,0,0,0,0,0,0	H2
d24f298f4c7241fb	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0	noH
0c116551e9104a5e	chrEXPLORE	+	1105130,1105166,1105340,1106971,1107003	1,0,0,1,1	H1
64729431b4bd4fb2	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,1,1,1,1,1,1,1,0,1,1	H1
175972ea6d5746dc	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,1,0,0,0,0,0,0,0,1	H2
ce217d60f10a46f4	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003	0,0,0,1,0,0,0,0,0	noH
acdf89cef57d4323	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166	0,0,0,0,0,1	noH
26a65996dee54cfc	chrEXPLORE	+	1103913,1104159,1104198,1104339,1104565,1104618	0,0,1,0,1,0	H1
1b0e47c580d344e3	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0	H2
