readlabel	chrom	strand	startcoord	status	haplotype
e30ce66ba7004d84	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524	1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1	noH
980bc949bd6f41e2	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403	0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
7ac0c707fd14484e	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403	0,1,0,0,0,0,0,0,0,0,1,0,0,0,0	noH
0a045c6cff784418	chrEXPLORE	+	1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,1,0,0,0,0	noH
89cf9cdae8774d72	chrEXPLORE	+	1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,1,0,1,1,1	H1
6b067dd300604f76	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213	1,1,1,1,1,1,1,1,1,1,1,0,1	H1
d39ee83cbbf64ed2	chrEXPLORE	+	1002024,1002213,1002243,1002312	1,1,0,1	noH
27662cab4ecc42aa	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1	noH
a1607724c414462b	chrEXPLORE	+	1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524	1,1,1,0,1,1,1,1,1	noH
e96045295961406f	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524	1,0,1,1,1,1,1,1,1,1,1,1,1,1	noH
5eee7cb39ee74345	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	0,0,0,1,1,1,0,0,0,0,0,0,0,0,0	H2
b60af80755b641a8	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1	H1
15d9a69440b146ab	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	noH
eb2a8fdd136e456c	chrEXPLORE	+	1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,0,1,1	H1
42a0a530a9264900	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	0,0,0,0,0,0,0,0,0,0,0,0,1,0	noH
ba1e87a6a76147d1	chrEXPLORE	+	1001623,1001695,1001843,1001956,1002024	0,0,0,0,0	H2
b3b2620c5bd0445a	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1	noH
3219e9ce7938413f	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1	H1
ac8f38f1bbc44773	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0	H2
113d488056eb4eb1	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1	H1
ce4025d4a4304870	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1	noH
0a46c54a88454b51	chrEXPLORE	+	1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403	1,1,1,1,1,0,1,1	noH
f489b3357d1d4715	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1	noH
77c62c805b25458e	chrEXPLORE	+	1002213,1002243,1002312	0,0,0	H2
1dcd015553204e5c	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
703230c5737d4545	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213	1,0,0,0,0,0,0,0,0,0,0,0	H2
50530fedd8bc4d46	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213	1,1,1,1,1,0,1,0,1,0,1	noH
ad2dab1618354065	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	noH
49a05c59756a435c	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024	1,1,0,1,1,1,1	noH
5634c72baaae40a6	chrEXPLORE	+	1000439,1001139,1001496,1001543	1,1,1,1	H1
268d0d1b8dac4d4f	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243	1,1,1,1,1,1,1,1,1,1,1,1,1	noH
