readlabel	chrom	strand	startcoord	status	haplotype
e053cd22a339426b	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105	0,1,1,0,0	noH
e895c99874654ae9	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883	1,1,1,1,0,1,1,1,1	H1
61bbccd955ec4e9b	chrEXPLORE	+	1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	1,0,0,0,0,0,1,0,1,1	noH
e31af2f505ae494b	chrEXPLORE	+	1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0	noH
b55c6118677846d2	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416	0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0	H2
1cc1faf49c7a4f20	chrEXPLORE	+	1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020	1,1,1,1,1,1,1,1	H1
224f58daa9694448	chrEXPLORE	+	1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	0,1,0,1,1,0,0,0,0,0	H2
4403dc32fc334b79	chrEXPLORE	+	1731812,1732020,1732124,1732275,1732416,1732662,1732767	1,1,1,0,1,1,1	H1
f563223079f54233	chrEXPLORE	+	1732275,1732416,1732662	1,1,1	noH
338763e5b58e45fa	chrEXPLORE	+	1729665,1730022,1730105,1730143,1730303	0,0,0,0,0	noH
0cb4998ef17f44f7	chrEXPLORE	+	1731028,1731384,1731666,1731812	1,1,1,1	noH
c7d45bf0fb3e4401	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0	noH
0178e7ad52b24572	chrEXPLORE	+	1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662	0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0	H2
14ed1ac8d2ee45ab	chrEXPLORE	+	1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	1,0,0,0,1,0,0,0,0,0,0,0	noH
689a127667434e14	chrEXPLORE	+	1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275	0,0,0,1,1,1,0,0,1,1,0,0	H2
e629867074aa4073	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020	0,0,0,0,0,0,0,0,0,1,0,1,0	noH
2dac6dca2d2c4204	chrEXPLORE	+	1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	0,1,0,0,0,0,1,1,0,0,0,1,0,0,0	H2
