readlabel	chrom	strand	startcoord	status	haplotype
990ce9fa9e2a4ef9	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0	H2
4e5ae5e9c1a7404c	chrEXPLORE	+	1628155,1628699,1628982,1629003	1,0,0,0	H1
f220d0ed9a7440d4	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	noH
98575b777f504f76	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1	H2
666662e3743f497f	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	H2
891f5d609bf54a22	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1	noH
99ea89dda4bf405c	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0	H1
a0d5eb3672e04216	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0	H1
7077cd961323470c	chrEXPLORE	+	1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,1,0,0,0,1,1,1,0,0,0,0	H2
9614e57ebea146ca	chrEXPLORE	+	1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	0,1,0,0,0,1,1,1,0,1,1,1,0,0	noH
2aa04c5a52994293	chrEXPLORE	+	1627329,1627418,1627956	1,1,0	noH
6d73ac9c963241f9	chrEXPLORE	+	1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155	0,1,0,1,1,0,0,0,1,0	noH
72bc3b5898174376	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760	0,0,0,0,0,1	H1
14a5bf4db50f43d0	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982	1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1	H2
27d3924b3c6f4bbe	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982	0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0	noH
990b7cf4040e4f77	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956	1,1,0,0,0,0,1,1,0,1	H2
035c892943e64d56	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699	0,0,1,0,0,0,1,1,1,1,0,0,1,1	noH
d63004a3a4d34d0b	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418	0,0,0,1,1,0,0,1,1,0,0,0,0	H1
