readlabel	chrom	strand	startcoord	status	haplotype
144e718f4e484e5d	chrEXPLORE	+	1419715,1419744,1420019,1420145,1420450,1420724	0,1,0,0,0,0	H1
d876e8dc1295454e	chrEXPLORE	+	1420145,1420450,1420724,1420909	0,0,1,0	H2
1e4a412c917c4e39	chrEXPLORE	+	1419715,1419744,1420019,1420145,1420450	0,0,0,0,1	H1
4130f2742817442d	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715	0,1,0,0,1,0,0,0,1,0	H1
0c77c87f4e38445a	chrEXPLORE	+	1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,1,1,0,0,0,1,0,0,1,0,0	noH
fbc4a0ba40544f60	chrEXPLORE	+	1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	1,0,0,0,0,0,0,1,0,0,0,0,1	H2
222963257a634035	chrEXPLORE	+	1420450,1420724,1420909	0,0,1	H2
18109d00816a48d7	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0	H2
6d11e57ab0c9413d	chrEXPLORE	+	1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,0,1,0,1,0,0,0	noH
786db125ba1b4820	chrEXPLORE	+	1418553,1418582,1419259,1419603,1419648,1419689	0,0,0,0,0,0	H2
1d4d6f07d6ee4d66	chrEXPLORE	+	1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,0,0,0,0,0,1,0,0	H2
f8c08cb0042d4278	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648	1,1,0,1,0,0,0,0	H1
d7768277c3b748b1	chrEXPLORE	+	1419603,1419648,1419689,1419715,1419744	0,0,0,0,1	H2
36a9894540904454	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259	0,1,1,0,0,0,0	H1
c2b9094e0aa14b08	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603	0,1,1,0,1,0,1	H2
860ecb4f371240b5	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,1,1,1,0,0,1,1,0,1,0,1,1,0,1	H2
b0debe31c50b47b9	chrEXPLORE	+	1418582,1419259,1419603,1419648,1419689,1419715	1,1,1,0,0,0	H2
48e13357b5c34371	chrEXPLORE	+	1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	1,0,1,0,0,0,0,1,0,0,0,0	H2
07519c28fc094a6d	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019	0,1,0,0,0,0,0,0,1,1,0,0	H1
7cfd230730be4ef7	chrEXPLORE	+	1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,1,1,0,0,0,0,0,1	H2
9eec6ee6d3ed4db9	chrEXPLORE	+	1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	1,0,1,0,0,0,1,0,1,0	H1
fa9d377e8f2c4d67	chrEXPLORE	+	1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,0,1,1,1,1,0	noH
be89af4d7b524914	chrEXPLORE	+	1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	0,0,1,0,0,1,1,1,1	H2
