readlabel	chrom	strand	startcoord	status	haplotype
e17f2e0818834554	chrEXPLORE	+	1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135	0,0,0,0,0,0,0,0,0,0	noH
543e28d26f204058	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	0,1,1,1,0,1,1,0,0,0,0,0,1,0,1	H1
64752fcc1ed149aa	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	1,0,0,0,1,1,0,0,0,1,1,1	H2
6891422662484295	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	0,1,0,0,0,0,0,0,1,1,1,0,0,0,0	noH
bb7e7d01153d4048	chrEXPLORE	+	1210548,1210579,1211135,1211634,1212070,1212266,1212596	1,1,1,1,1,1,1	H1
1412064df54044e0	chrEXPLORE	+	1208106,1208696,1208726	0,0,1	H2
ce86a5c201dd438f	chrEXPLORE	+	1210226,1210309,1210506,1210548,1210579,1211135,1211634	1,1,1,1,1,1,1	H1
dc4638328217491e	chrEXPLORE	+	1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506	1,1,0,0,0,1,1,0,1	H2
4f753a36dd3041ff	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	1,1,0,1,1,1,1,0,0,1,1,0	noH
acdee6013c0344f5	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	1,1,0,1,1,1,1,0,0,1,1,1,1	H1
3ad6ea7d1c364b02	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0	H1
a3cfd417f096451f	chrEXPLORE	+	1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,0,0,0,0,0,0,0,0,0	H2
d9ac7b56a38c45ea	chrEXPLORE	+	1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,1,1,1,1,1,1,1,1,1,1	H1
e0ba6ef6c27c4b45	chrEXPLORE	+	1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	1,0,1,0,0,1,0,0,0,1,0,1,1,0	H2
8ec5ca3fd8fc4d19	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037	1,1,1,1,1,1,1	noH
510cc4b0424249cf	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579	1,0,1,1,1,1,1,1,0,0,1,1	noH
37540b040e86405c	chrEXPLORE	+	1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	1,1,1,1,1,0,1,0,0,0,0	H1
c62b739b81a04b11	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226	0,1,1,1,1,1,1,1,1,1	noH
3b215f2e65094121	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	0,1,0,0,1,0,1,1,0,1,1	H2
3279cb97d1ee47d6	chrEXPLORE	+	1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	0,0,1,1,1,1,1,0,0,0,1	H1
a8c3292eda9743bd	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0	noH
fdc9b2e0b9e1431e	chrEXPLORE	+	1210548,1210579,1211135	0,0,0	H2
