readlabel	chrom	strand	startcoord	status	haplotype
611a4e8d6cce47a3	chrEXPLORE	+	1105166,1105340,1106971,1107003	0,0,0,0	noH
84675042d49942c8	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340	1,0,0,0,0,0,1,1,1	H1
e33fc1df7fe6439c	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	noH
2473c20328d941f3	chrEXPLORE	+	1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342	0,0,1,1,0,0,0,0,0,1,0,0,0	H2
cbe2eb4fd45d450b	chrEXPLORE	+	1103475,1103563,1103913	0,0,0	H2
47ed7589967647ce	chrEXPLORE	+	1104565,1104618,1104973,1105130,1105166,1105340	0,0,0,0,0,0	H2
3b5d5f4e40704da3	chrEXPLORE	+	1104973,1105130,1105166,1105340,1106971,1107003	0,0,0,0,0,0	noH
589fa779db5a443f	chrEXPLORE	+	1103563,1103913,1104159	0,1,0	H2
332f584fe87247f3	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,1,0,1,0,1,0,0,0,0,1,0,0,0	H1
83a9a74d5e0748f3	chrEXPLORE	+	1105130,1105166,1105340	0,0,0	H2
e178bd074dd448af	chrEXPLORE	+	1104198,1104339,1104565	0,0,0	H1
a1b75ba174564a5b	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
1740565fb7a34eb2	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,1,0,0,0,0,1,0,0,1,0,1,0,1	H1
e07a3878053a4845	chrEXPLORE	+	1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166	1,1,1,1,0,0,0,1,1	H1
66a7a6ad285f4b9a	chrEXPLORE	+	1103111,1103475,1103563,1103913	0,0,0,0	H1
27336075039948e9	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0	H2
80fdafc8e8664969	chrEXPLORE	+	1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,1,1,0	H2
4ef2617aa054414d	chrEXPLORE	+	1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	1,0,1,0,0,0,1,0,0,0,0	H2
ae1707bb2afb42ca	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003	1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0	H1
3e86533fa9af42ad	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
63fee99446234cc0	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	0,0,0,0,1,1,0,0,0,0,0,0,0,0,0	noH
1d4793fac4a04709	chrEXPLORE	+	1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,1,0,0,0,1,0	noH
e4626630e9b144ee	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973	0,0,0,0,0,0,0,0,0,0,0	H2
9cf5c6768645404e	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1	H1
99f2a51941104412	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166	1,0,0,1,0,1,0,0	H2
8ddc226cc7974dc4	chrEXPLORE	+	1103563,1103913,1104159	0,0,0	H2
20b09bc633754223	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0	H2
4a5add9c88904b98	chrEXPLORE	+	1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	1,1,1,1,1,1,1,0,0,0	noH
e8aca24918f04443	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	1,1,1,1,1,0,1,1,1,1,0	H1
c76164be4b734e36	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003	0,1,1,1,0,1,1,1,1	H1
937febde509d40c7	chrEXPLORE	+	1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,1,1,1,1,0,1,1,1	H1
8bc34e87da684780	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340	1,1,1,1,1,1,1,1,1,1,1	H1
152ead6b233643bd	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130	1,0,0,0,1,0,0,0,1,0,0,0	H1
4c321ee07f86408d	chrEXPLORE	+	1104973,1105130,1105166,1105340,1106971	0,1,0,1,0	H1
d8bb0c470be04571	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0	noH
1d878d07b95d4f71	chrEXPLORE	+	1107003,1107342,1107388,1107693,1107958	0,0,0,1,0	H2
8a957336198149b7	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0	noH
3f63203e0a8b4a37	chrEXPLORE	+	1104198,1104339,1104565,1104618	0,0,0,0	H2
3cfb1a3342784b68	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1	noH
ed09ba655633481b	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340,1106971,1107003	1,1,0,0,0,1,1	H1
6e442c0b4d514c42	chrEXPLORE	+	1103055,1103111,1103475	1,1,1	H1
3eb6f191f2144fe3	chrEXPLORE	+	1104618,1104973,1105130	1,1,0	H1
fd89b22c4c79482e	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,0,1,1,0,1,0,0,1,0,0	H1
5365c284425144a8	chrEXPLORE	+	1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	0,1,0,0,0,1,0,1,1,1,1,0	noH
ccc57f20c88146cf	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	0,0,0,1,0,0,0,0	H2
ccf57ac264d642c5	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,1,0,0,0,0,0,0,0,1	H2
1a1fd7948a0e45bf	chrEXPLORE	+	1104159,1104198,1104339	1,0,1	H1
633975a6f56e4cb3	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,0,0,0,0,1,1,1,1	noH
dbca063918554d0b	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973	0,0,0,0,0,0,0,0,0	H2
c9692693cb704fec	chrEXPLORE	+	1105166,1105340,1106971	0,0,1	noH
