readlabel	chrom	strand	startcoord	status	haplotype
6920026d91cc47c9	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	noH
43c58d41bc114f26	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0	H1
a6aa9cbde56f4eff	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309	0,0,0,0,0,0,0,0,0	H2
0aa633f93011405c	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832	0,0,0,0,0,0,0,0	H2
f7d76124d0744f9a	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1	noH
efe4cf3047704a06	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579	0,0,0,0,0,0,0,0,0,0,0,0,1,1	noH
3fd322d1eeb04644	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309	1,0,0,1,0,1,1,1,1,1,1	noH
8b427d798ea64e1c	chrEXPLORE	+	1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	0,0,0,0,0,1,0,0,0	H2
2518000523b84909	chrEXPLORE	+	1209832,1209928,1210226,1210309	0,1,1,1	noH
e9050a93f7df45d9	chrEXPLORE	+	1208726,1209014,1209037	1,1,1	noH
919b269b4d31475c	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579	0,0,0,0,0,0,0,0,0,0	H2
5d6fa4045cd9498b	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1	H2
c5424f360b064443	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,0,0,0,0,0,0,0,1,0,0,0,0	H2
9f71354362bc48e0	chrEXPLORE	+	1208696,1208726,1209014	1,1,1	H1
aba12dc371bf4968	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135	0,0,0,0,0,0,0,1,1,0,0,0,1,0,0	H2
9bf40e4c42c74232	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832	0,0,0,0,0,0,0	H2
dde2b34404684e3b	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579	0,0,0,0,1,0,0,0,0,0	H2
ad330cdfa3064fce	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135	0,0,0,0,0,0,0,0,0,0,0,0,0,1	noH
6e3b1e7aa4ca4e62	chrEXPLORE	+	1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,0,1,1,1,1,1,1,1	H1
ecfb29ce8ad14035	chrEXPLORE	+	1212070,1212266,1212596,1212610	1,1,1,1	H1
3e87361e202c4d20	chrEXPLORE	+	1212070,1212266,1212596,1212610	1,1,0,1	noH
48bfddd930b64777	chrEXPLORE	+	1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	0,0,1,0,0,1,0,0,0,0,0,0,1,0	H2
134dec7f292044ae	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0	H2
ee13341e9e054aff	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
583c45cc59b04e7c	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1	noH
4223c657350e446d	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0	H1
06e050b736da48b5	chrEXPLORE	+	1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	0,0,1,1,1,1,1,1,0,1	H1
