readlabel	chrom	strand	startcoord	status	haplotype
a4aef9e79bd54cf0	chrEXPLORE	+	1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	0,0,0,1,0,0,0,0,0,0	noH
f99e61a96e204e60	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0	noH
a964906c3c004542	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
00cb4b9ed2704863	chrEXPLORE	+	1316107,1316304,1316404,1316462,1317266	1,1,1,1,1	noH
34ec706838d847e0	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109	1,1,1,1,1,1	H1
9f835ac598924c6f	chrEXPLORE	+	1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,0,1,1,1,1,1,1,1	noH
dde9364a13ec4751	chrEXPLORE	+	1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	0,0,0,0,0,1,0,0,0,0,0,1,0,0,0	H2
fc7544d8743a4339	chrEXPLORE	+	1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	H1
0e54c1527ea34bd6	chrEXPLORE	+	1313926,1314109,1314346	0,1,0	H2
b0b8e6927cb241c1	chrEXPLORE	+	1312645,1312925,1313614	1,1,1	H1
d93e368d8c374db7	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0	noH
45ae53a6ce424b37	chrEXPLORE	+	1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	0,0,0,0,0,0,0,0,1,0	noH
061ea81532e24de5	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	noH
41c005febee04d71	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577	0,0,0,0,0,0,1,1,0,0,0,0	H2
2291b514880249a2	chrEXPLORE	+	1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107	0,0,0,1,0,1,1,0	H2
3da43d0fad3243f0	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1	H1
769eb3ae6a1745fb	chrEXPLORE	+	1316404,1316462,1317266	1,1,1	H1
4b44f99a13634089	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577	1,1,1,1,0,1,1,1,1,0,1,1,1,1,1	H1
ee0e6e9f406349c4	chrEXPLORE	+	1314989,1315026,1315103,1315219	1,1,1,1	H1
87efe0153d5f4777	chrEXPLORE	+	1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577	1,1,1,1,1,1,1,1,1	noH
b1fef37026c14c8d	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0	noH
8ef63d3b627f4791	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695	0,1,0,0,0	H2
a915a77845f94192	chrEXPLORE	+	1313926,1314109,1314346,1314695,1314706,1314836,1314989	1,1,1,1,1,1,1	H1
06fd66ed7c48426f	chrEXPLORE	+	1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
6ebb23d4f8d342e9	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107	0,1,1,0,1,0,0,1,0,1,0,1,0	H2
5b8767d870d34bb9	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026	1,0,0,0,1,0,1,0,0,0,0	H2
f2b57f53fda44b34	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	noH
d49997e2693c4780	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577	0,0,0,0,0,0,0,0	H2
8476ec7cd7014766	chrEXPLORE	+	1313916,1313926,1314109	0,0,1	H2
c3cf81ed5e3c4477	chrEXPLORE	+	1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,0,1,1,1,1,1,1,1,1,1,1	H1
e8c5862f60c74c73	chrEXPLORE	+	1314989,1315026,1315103,1315219,1315577,1316107,1316304	1,0,0,0,0,0,0	H2
e4fa70bd4d6145b7	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107	1,1,1,1,1,1,1,1,1,1,1,1,1,1	noH
28b3375268c64c6e	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219	1,1,1,0,1,0,1,1,1,1,1,1,1	H1
f0a9eff5e8a24d43	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577	0,0,1,0,0,0,1,0,0,0,0,0,0	H2
7ca34d6535e54471	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1	H2
63e80f89a948400f	chrEXPLORE	+	1315026,1315103,1315219,1315577,1316107	1,0,1,1,1	H1
