readlabel	chrom	strand	startcoord	status	haplotype
2f6be978059b4309	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076	0,0,1,1,0	noH
b9abd0dcca094999	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1	H1
04c5f81a892b4b26	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850	1,0,1,0,0,1,0,1,0	noH
29d3e53014714e4e	chrEXPLORE	+	1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,0,1,0,1,0,0,1,0,1,0,1,1,1,0	noH
eb5d0cecabed4bc1	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379	0,1,1,0,0,0,0,0,1,0,0	H1
83b7d23fe3504d62	chrEXPLORE	+	1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	1,1,1,1,1,0,1,1,0,1,0,1	noH
79595cd4264b4bd1	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0	H2
077feff328c94f95	chrEXPLORE	+	1523294,1523522,1523532,1523718	0,1,1,1	H2
1a1057cfe960416c	chrEXPLORE	+	1524379,1524538,1524644	0,0,1	noH
1ba7edd7257c4815	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532	0,1,0,1,1,0,0,0,1	H1
075725dfe0734894	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850	0,0,1,1,1,1,0,0,1,1,0	noH
31c030bb8e614728	chrEXPLORE	+	1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	0,1,0,1,0,0,0,0,0,1,0	H2
4c780bd0569c473b	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294	0,1,0,1,1,1,1,1	noH
093bc25edfe14e27	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1	noH
f3f301438c824e75	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	0,1,0,1,1,1,0,0,1,0,1,1,1,0	noH
9469cdb751244e26	chrEXPLORE	+	1523718,1523850,1523872	0,1,1	noH
734756cbc59b4ea9	chrEXPLORE	+	1524379,1524538,1524644,1524659,1524909,1525151	1,1,1,1,0,0	H2
e7c662375fa74031	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0	noH
a72702d83a1b4399	chrEXPLORE	+	1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	1,1,0,0,0,0,1,1	noH
341e44c1317e4ea2	chrEXPLORE	+	1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	1,1,0,0,1,1,0,1,1,1,1	noH
bee2f35b9be94ad2	chrEXPLORE	+	1521580,1521669,1521759,1522182	1,1,0,0	noH
