readlabel	chrom	strand	startcoord	status	haplotype
65472a33014740f6	chrEXPLORE	+	1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,0,1,0,0,0	noH
4842b06ea2f74044	chrEXPLORE	+	1625540,1625657,1625741	0,0,1	H1
1362b4a7326d4865	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1	H2
035efde035af4693	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982	1,0,1,0,0,0,0,0,1,0,1,0,0,0,0	noH
471015b6e7434422	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1	H2
ad3a1cd5a3674e46	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0	noH
d249b0a5bc9246cf	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0	H2
805b12dd02714607	chrEXPLORE	+	1627329,1627418,1627956,1628155,1628699	1,0,0,1,1	H2
ce41510135564e58	chrEXPLORE	+	1626770,1626896,1627329,1627418	0,1,0,1	noH
4166a3f1bec341c8	chrEXPLORE	+	1625741,1625861,1626137,1626602	1,0,1,0	H1
56b72b1c2c934782	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0	H2
bf60b663d9fa4f96	chrEXPLORE	+	1625250,1625540,1625657	0,1,0	H2
b398f0d9fa8243dd	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982	0,0,0,0,0,1,0,0,0,0,1,0,0	noH
ef14ad6cd8e143df	chrEXPLORE	+	1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	0,0,0,1,1,0,0,1,1,0,0,1	H1
b141846ba7c84219	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155	1,0,0,0,1,0,1,1,0,0,0,0	noH
b7188a3528084cc6	chrEXPLORE	+	1626602,1626612,1626760,1626770,1626896,1627329,1627418	0,0,1,0,0,0,0	H2
773361beceec4df8	chrEXPLORE	+	1627956,1628155,1628699,1628982	1,0,0,0	H2
57f4e4baa1d0491e	chrEXPLORE	+	1628982,1629003,1629055,1629155	0,0,0,0	noH
1f2b690fc9844df2	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137	0,0,0,1,0	noH
df44512471bf46fb	chrEXPLORE	+	1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	0,1,1,0,0,0,0,0,1,1,0,1,0	H2
9dde6f222a764bfe	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0	noH
921371537b4b49fe	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0	noH
12df434d6c5b467b	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1	noH
de7e46478479410d	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329	0,0,1,0,0,1,1,1,0,0	H1
3d277423c84c459f	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699	1,1,0,1,0,0,1,0,0,0,0,0,1,0	H1
59c76583e99e4cb9	chrEXPLORE	+	1625540,1625657,1625741,1625861	0,0,1,1	H1
e82cd8d4aa4441c7	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770	0,0,1,0,1,0,0,0,0	H1
774cb0fb850f456d	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0	noH
e8309987f3cb4c17	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0	H1
d80c016b607e4a64	chrEXPLORE	+	1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	1,0,0,0,0,1,0,0,0,1	noH
cfbd4073f47741db	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	0,1,0,0,0,0,0,0,1,1,0,0,0,0	noH
3e513789e1cb4a66	chrEXPLORE	+	1626137,1626602,1626612	0,0,1	H2
bc5228f85ce042ac	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	0,0,0,0,1,0,0,0,0,0,1,1,1,0,0	noH
b2893a2a2377460a	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1	noH
ef957ebc17d84ef0	chrEXPLORE	+	1626896,1627329,1627418,1627956	0,1,1,0	H1
acfc90e8406b4e54	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329	0,0,0,0,1,0,1,1,0	H1
69af7fcc633d480f	chrEXPLORE	+	1626137,1626602,1626612	1,1,1	noH
779c3ef7b60c473d	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155	0,1,0,0,1,0,1,0,0,1,1,1,0,0,0	H1
d580181debab46bb	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1	H2
f535e44a6e81494b	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137	1,0,0,0,1,1	H2
86edf50cd91c4c2e	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699	1,1,0,1,0,0,1,0,0,1,0,0	noH
a8ca6a2f4429456a	chrEXPLORE	+	1626612,1626760,1626770,1626896	1,0,0,0	H2
381269eb9e914a03	chrEXPLORE	+	1625540,1625657,1625741,1625861	1,1,0,1	H2
a0cd1c24ea984ee8	chrEXPLORE	+	1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	1,0,1,0,0,0,0,0,0,0,0,0,0,0	noH
99feb407197c4be6	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699	0,0,1,0,0,0,0,0,0,0,0,1,1,0,0	noH
d4d55e27cafc4f90	chrEXPLORE	+	1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,1,1,1,0,0,1,1,0	H2
8a786f9503f64291	chrEXPLORE	+	1627956,1628155,1628699,1628982,1629003	0,1,0,1,1	H2
9ebdb6ec47284124	chrEXPLORE	+	1627418,1627956,1628155,1628699,1628982,1629003	0,0,1,0,1,0	H1
92ea08197e71475b	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982	1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0	H1
bf439f8931354c2c	chrEXPLORE	+	1626770,1626896,1627329,1627418,1627956	0,0,0,0,0	H2
