readlabel	chrom	strand	startcoord	status	haplotype
a5d5e260a7bc466d	chrEXPLORE	+	1730883,1731028,1731384,1731666	1,1,0,1	H1
75319b206ba44ea5	chrEXPLORE	+	1731666,1731812,1732020,1732124	1,1,1,1	noH
df56adad1fc24b9f	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662	1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	noH
d75e36e11a5249f1	chrEXPLORE	+	1732275,1732416,1732662,1732767,1732788	1,1,1,1,1	noH
cc4c441a4c6c4bde	chrEXPLORE	+	1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662	0,1,1,1,0,0,0,1,0,0,0,0,1	H2
adee1e76805d4562	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	1,1,1,1,1,0,1,0,0,1,1,0,1,0	H1
c4bde83fe51e4911	chrEXPLORE	+	1730143,1730303,1730883,1731028,1731384,1731666	0,0,0,1,0,0	noH
ff1a3eb683114c98	chrEXPLORE	+	1730105,1730143,1730303,1730883	1,1,1,1	H1
e7f2dcfa884d440c	chrEXPLORE	+	1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	1,1,1,1,1,1,1,1,1	noH
9d7e8370d5d047ce	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416	0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1	H2
22450e264ed3477b	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	0,0,0,0,0,0,0,0,0,0,0,0,1,0	H2
56725f5364a14750	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	noH
e96568b8ef674996	chrEXPLORE	+	1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
ff32e80fe6f24a00	chrEXPLORE	+	1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	0,1,0,0,0,0,0,0,0,1	H2
d03421aadbb84fc4	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143	0,1,0,1,0,0,1	H2
a82a9b32f83045ea	chrEXPLORE	+	1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
6ff4cbcd4e7643bf	chrEXPLORE	+	1730105,1730143,1730303,1730883	0,0,0,0	noH
50a5817b8108425f	chrEXPLORE	+	1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812	1,1,1,1,1,1,0,1	H1
2b282ef804944a88	chrEXPLORE	+	1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	0,0,0,1,1,1,0,0	H2
33b67c3e8d524c94	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0	H2
4b81e2dd8ec64145	chrEXPLORE	+	1732020,1732124,1732275,1732416,1732662,1732767	1,1,1,1,0,1	H1
e3eeba4b17a44747	chrEXPLORE	+	1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	1,0,1,1,1,1,1,1,1	noH
cbaf530598dd44aa	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1	H1
