readlabel	chrom	strand	startcoord	status	haplotype
bfe4f7641b424b09	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	1,1,1,1,1,1,1,1,1,1,1	H1
3e9fe93ba64a4360	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1	noH
f86f41355baa45a6	chrEXPLORE	+	1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,1,1,1,1,1,1,0	noH
12d7b7901c9e4434	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843	0,0,0,0,0,0,0,0,0,0	H2
9753aaab99984551	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956	0,0,0,0,0,0,0	noH
599322ce70524025	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	noH
3c022400bbda49c0	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	H2
8a83981d7f2e4d86	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	noH
7c68333d84ec4cb8	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	noH
7acfcdd4a8644304	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
19237aa9dfff4dec	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	1,1,1,1,1,1,0,1,1,1,1	noH
1cd327e8597043c6	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	noH
ae245aad51384e33	chrEXPLORE	+	1001496,1001543,1001583	0,0,0	noH
66ba49609b25417b	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	0,0,0,0,0,0,0,0,0,0,0,1,0,0	noH
d60c2b169f11435e	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213	1,1,1,1,1,1,1,0,1,1,1,1	noH
537f3bb00db34d6d	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1	noH
95934951ef2f43d6	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
9c6deef2e5e449ba	chrEXPLORE	+	1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,0,1,1,1,1,1,0,1,0	noH
88f12cd374c0418c	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
730972b4c42f47a6	chrEXPLORE	+	1001543,1001583,1001623	0,0,0	H2
b54cf6e71fe84b0b	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
c806ba764f1a4da8	chrEXPLORE	+	1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,1,1,1,1,1,1	H1
2cff25362e8f41cc	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695	1,1,0,1,1,1,1,1	H1
2b7334623ae343ec	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524	1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1	noH
dd8f79b9090d44a8	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956	0,0,0,0,0,0,0,0,0,0,0	H2
ab31c4648c664e88	chrEXPLORE	+	1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0	noH
9c3883e043534e91	chrEXPLORE	+	1001543,1001583,1001623,1001695	1,1,1,1	H1
1cc0df7482f44d06	chrEXPLORE	+	1002312,1002403,1002524	0,0,0	noH
25fcfe37a5634373	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0	noH
dd0a1c22ec84471d	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623	1,1,1,1,1,1,1	noH
920548e5f7404d7a	chrEXPLORE	+	1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0	H2
0b16a92e43184e8b	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524	0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0	H2
